awayTeam,awayScore,homeTeam,homeScore,homeWin
NSH,1,TOR,2,True
EDM,6,ANA,2,False
SJS,3,LAK,4,True
CAR,6,CBJ,2,False
DAL,1,NYR,2,True
NSH,3,MTL,4,True
SEA,3,BOS,0,False
TOR,1,DET,4,True
VAN,4,TBL,5,True
WPG,4,BUF,2,False
MIN,3,NYI,1,False
CGY,4,STL,1,False
COL,2,CHI,3,True
OTT,5,ARI,3,False
FLA,2,VGK,4,True
WPG,4,PIT,1,False
NJD,6,ANA,2,False
EDM,7,SJS,1,False
CGY,6,DAL,5,False
CBJ,4,DET,3,False
MTL,1,NYI,2,True
OTT,0,COL,7,True
PHI,3,WSH,1,False
PIT,1,CAR,2,True
TOR,3,BOS,4,True
VAN,3,FLA,4,True
ARI,1,MIN,2,True
BUF,5,NSH,3,False
SEA,8,CHI,5,False
TBL,4,STL,2,False
EDM,4,VGK,3,False
NJD,5,LAK,2,False
MTL,2,NYR,1,False
VAN,4,CAR,3,False
ARI,1,WPG,2,True
FLA,4,BUF,1,False
PHI,0,BOS,6,True
DET,3,COL,6,True
NJD,4,SJS,3,False
TBL,4,SEA,1,False
DAL,4,VGK,0,False
ANA,3,PIT,4,True
NYR,3,CBJ,1,False
WSH,4,NYI,3,False
CGY,1,NSH,2,True
OTT,1,STL,2,True
ANA,2,PHI,5,True
FLA,4,TOR,5,True
MIN,4,WSH,2,False
WPG,1,MTL,4,True
CBJ,1,NSH,2,True
BUF,3,CHI,4,True
DET,3,ARI,4,True
SEA,2,EDM,5,True
PIT,4,OTT,5,True
BOS,4,NYI,1,False
COL,4,CGY,1,False
TBL,5,VAN,2,False
DAL,3,SJS,5,True
ANA,5,CBJ,3,False
BOS,3,NYR,1,False
CHI,4,PHI,1,False
FLA,6,MTL,2,False
MIN,2,CAR,5,True
WPG,1,TOR,4,True
NYI,2,BUF,3,True
NSH,2,STL,5,True
TBL,3,EDM,5,True
WSH,4,ARI,0,False
DET,3,VGK,2,False
NJD,3,SEA,4,True
DAL,4,LAK,0,False
OTT,1,PIT,4,True
COL,4,VAN,1,False
ANA,3,BUF,6,True
TBL,3,CGY,6,True
MIN,3,FLA,5,True
PHI,2,DET,1,False
SJS,3,CBJ,5,True
TOR,2,MTL,3,True
WPG,5,OTT,1,False
CAR,5,NYI,2,False
ARI,0,DAL,4,True
CHI,5,STL,3,False
LAK,3,NSH,5,True
COL,2,SEA,1,False
EDM,4,VAN,2,False
WSH,2,VGK,6,True
PIT,1,NJD,2,True
LAK,2,CHI,1,False
SJS,0,BOS,4,True
WPG,5,PHI,3,False
VGK,1,ARI,4,True
FLA,2,NYR,6,True
NYI,2,TOR,5,True
BUF,3,DAL,2,False
CBJ,3,CGY,4,True
BOS,4,MTL,2,False
FLA,6,PIT,7,True
LAK,4,PHI,3,False
MIN,2,TBL,4,True
SJS,2,DET,3,True
VGK,2,NJD,3,True
BUF,5,STL,3,False
WPG,1,NSH,2,True
ANA,5,ARI,2,False
WSH,2,COL,3,True
CHI,2,VAN,5,True
NYI,1,OTT,2,True
NYR,2,TOR,3,True
CAR,3,DAL,2,False
CBJ,3,EDM,2,False
VAN,1,SEA,6,True
BOS,2,TBL,3,True
DET,4,MTL,3,False
PIT,2,WSH,3,True
BUF,3,WPG,2,False
NJD,4,NSH,6,True
PHI,2,MIN,3,True
ANA,5,COL,3,False
CHI,5,CGY,1,False
STL,0,ARI,5,True
DET,0,NYI,2,True
LAK,4,FLA,3,False
OTT,6,TOR,2,False
SJS,4,CAR,5,True
VGK,1,NYR,4,True
NJD,3,DAL,2,False
CGY,5,SEA,2,False
CBJ,2,VAN,5,True
STL,2,COL,4,True
BOS,3,FLA,4,True
LAK,2,TBL,5,True
MTL,0,OTT,5,True
PHI,4,WPG,0,False
SJS,6,PIT,4,False
VGK,1,NYI,2,True
BUF,2,MIN,3,True
CHI,3,EDM,7,True
CBJ,1,SEA,3,True
ARI,1,ANA,2,True
BOS,1,CAR,4,True
WSH,1,TOR,5,True
STL,2,WPG,4,True
LAK,4,CAR,5,True
OTT,5,MTL,4,False
WSH,4,CBJ,3,False
CAR,5,BUF,1,False
BOS,5,TOR,2,False
NYI,2,PHI,1,False
TBL,1,FLA,7,True
CGY,4,NYR,5,True
VAN,4,NJD,5,True
ANA,2,DAL,3,True
MIN,2,ARI,3,True
COL,1,PIT,2,True
SJS,4,TBL,3,False
EDM,5,DET,2,False
SEA,0,NYI,4,True
VGK,5,NSH,1,False
ANA,3,CHI,2,False
VAN,3,NYR,4,True
MIN,1,DAL,4,True
COL,0,TBL,5,True
EDM,1,PHI,2,True
SJS,1,FLA,4,True
SEA,1,NJD,3,True
CGY,1,DET,2,True
VAN,6,NYI,5,False
VGK,5,MIN,1,False
SEA,3,NYR,6,True
TOR,3,CBJ,0,False
ARI,3,CHI,4,True
PIT,6,ANA,3,False
VAN,2,DET,5,True
CGY,7,BUF,2,False
EDM,6,OTT,3,False
NYI,3,MTL,4,True
NSH,2,PHI,1,False
TBL,3,DAL,1,False
WSH,2,BOS,1,False
COL,5,FLA,3,False
CBJ,4,TOR,3,False
NYR,6,CAR,2,False
ARI,5,STL,6,True
NJD,2,MIN,3,True
CHI,1,WPG,4,True
PIT,0,LAK,6,True
EDM,2,MTL,6,True
SEA,4,PHI,3,False
SJS,4,WSH,1,False
ANA,2,VGK,7,True
CGY,3,OTT,4,True
ARI,4,NSH,2,False
FLA,2,MIN,1,False
DET,6,VAN,1,False
BUF,2,LAK,5,True
CAR,3,WSH,2,False
CHI,0,MTL,4,True
NJD,3,CBJ,2,False
OTT,3,NYI,2,False
FLA,2,STL,6,True
SEA,2,WPG,3,True
BOS,3,DAL,2,False
TBL,4,COL,3,False
PIT,3,SJS,1,False
CHI,2,TOR,5,True
TBL,0,ARI,1,True
COL,3,MIN,2,False
DET,5,EDM,4,False
BUF,7,ANA,3,False
NYR,6,VAN,4,False
FLA,6,WSH,3,False
MTL,2,CAR,6,True
WPG,1,CBJ,3,True
BOS,5,NSH,0,False
NJD,2,STL,4,True
DET,5,CGY,2,False
PHI,2,SEA,6,True
SJS,1,VGK,2,True
CHI,4,OTT,3,False
PIT,4,NYI,5,True
DAL,1,MIN,2,True
NYR,5,EDM,4,False
LAK,6,ANA,3,False
COL,4,STL,1,False
FLA,3,NSH,7,True
NYI,2,BOS,6,True
NJD,5,PIT,2,False
CBJ,4,DAL,1,False
MTL,1,TOR,5,True
WSH,1,CAR,4,True
NYR,2,CGY,3,True
PHI,2,VAN,6,True
ARI,5,LAK,6,True
BUF,4,SJS,2,False
DET,2,SEA,4,True
TBL,4,VGK,5,True
NSH,3,MIN,4,True
STL,2,OTT,7,True
EDM,5,COL,6,True
TOR,3,CHI,5,True
WPG,2,NJD,4,True
CBJ,2,ARI,3,True
ANA,3,FLA,4,True
OTT,1,BOS,3,True
PHI,4,CGY,3,False
SEA,0,SJS,4,True
NYI,4,PIT,2,False
WPG,4,NYR,1,False
ANA,1,TBL,6,True
DET,3,WSH,1,False
MTL,5,NJD,2,False
STL,1,CAR,4,True
TOR,6,BUF,3,False
LAK,1,MIN,2,True
VAN,4,NSH,5,True
VGK,2,CHI,3,True
PHI,2,EDM,4,True
WPG,1,NYI,2,True
CHI,4,DAL,3,False
CGY,6,ARI,3,False
ANA,4,WSH,2,False
BUF,6,TBL,5,False
EDM,7,PIT,2,False
LAK,3,NJD,4,True
MIN,2,CBJ,0,False
NYR,1,DET,4,True
VAN,3,STL,2,False
CGY,3,VGK,4,True
BOS,6,SEA,5,False
NSH,6,SJS,2,False
BUF,3,FLA,1,False
MIN,1,TOR,2,True
MTL,5,PHI,2,False
OTT,0,CAR,4,True
LAK,3,NYI,2,False
COL,5,WPG,1,False
EDM,5,CBJ,6,True
NYR,3,WSH,6,True
PIT,3,STL,2,False
ANA,3,CAR,2,False
BOS,3,VAN,1,False
OTT,5,MTL,2,False
PHI,0,NJD,7,True
TBL,3,DET,0,False
CGY,1,COL,4,True
DAL,3,VGK,2,False
CHI,4,SJS,3,False
WSH,4,BUF,7,True
CBJ,2,MIN,3,True
NYI,4,WPG,0,False
LAK,2,NYR,5,True
TBL,3,PIT,7,True
NSH,6,ARI,2,False
TOR,5,SEA,1,False
DET,2,OTT,6,True
BOS,3,EDM,2,False
VAN,5,DAL,4,False
VGK,0,COL,3,True
CHI,2,ANA,4,True
DET,1,OTT,6,True
FLA,4,TBL,1,False
CBJ,5,BUF,3,False
LAK,6,WPG,5,False
NYI,1,MIN,2,True
PIT,3,NSH,1,False
SEA,5,STL,3,False
BOS,4,CGY,3,False
CHI,1,ARI,4,True
MTL,3,SJS,1,False
NYR,3,PHI,2,False
TOR,2,EDM,5,True
ARI,2,DAL,4,True
NJD,7,COL,5,False
CAR,2,VGK,3,True
WSH,3,ANA,2,False
BUF,1,BOS,7,True
NSH,2,FLA,1,False
OTT,5,NYR,3,False
PIT,5,TBL,4,False
SEA,5,DET,4,False
DAL,5,CHI,2,False
TOR,2,CGY,1,False
MIN,2,VAN,1,False
MTL,2,LAK,3,True
STL,6,SJS,3,False
SEA,4,CBJ,2,False
WPG,3,EDM,6,True
CAR,6,ARI,1,False
MTL,2,ANA,3,True
NJD,3,VGK,4,True
TBL,3,BUF,5,True
DET,1,NYI,4,True
NYR,2,BOS,4,True
COL,3,DAL,7,True
PIT,1,FLA,4,True
WSH,8,SJS,3,False
CBJ,2,OTT,5,True
EDM,5,WPG,7,True
TOR,1,VAN,4,True
NSH,3,CHI,1,False
MIN,3,CGY,0,False
STL,2,LAK,4,True
TBL,0,CAR,6,True
DET,1,PHI,3,True
MTL,3,VGK,4,True
NJD,5,ARI,4,False
SEA,3,COL,2,False
EDM,3,BUF,2,False
SJS,3,WPG,2,False
CGY,5,DAL,4,False
OTT,0,CHI,5,True
NSH,3,VAN,4,True
WSH,2,LAK,4,True
CAR,4,MTL,3,False
CBJ,4,PIT,5,True
PHI,2,TBL,5,True
TOR,4,NJD,3,False
VGK,1,FLA,2,True
BUF,2,NYI,3,True
CGY,1,MIN,0,False
SJS,0,COL,6,True
STL,2,ARI,6,True
ANA,2,SEA,5,True
CHI,3,DET,4,True
MIN,4,WPG,2,False
ANA,2,VAN,3,True
DAL,10,BUF,4,False
NYI,4,PIT,3,False
NYR,4,MTL,3,False
NJD,3,WSH,2,False
PHI,0,CAR,1,True
VGK,4,TBL,3,False
EDM,3,BOS,2,False
SJS,2,STL,4,True
LAK,5,COL,2,False
NSH,1,ARI,4,True
OTT,5,SEA,4,False
CHI,3,FLA,4,True
ANA,3,CGY,1,False
DET,2,BOS,3,True
PHI,1,PIT,5,True
NYR,2,BUF,1,False
ARI,2,COL,3,True
CHI,1,TBL,3,True
EDM,4,TOR,7,True
NJD,3,MTL,1,False
STL,5,CBJ,2,False
VGK,4,CAR,0,False
WPG,5,FLA,4,False
WSH,5,NYI,1,False
DAL,4,SEA,3,False
OTT,2,VAN,5,True
MIN,5,SJS,2,False
NSH,2,LAK,1,False
BOS,3,DET,5,True
NYR,2,PIT,3,True
CAR,0,NJD,3,True
VGK,5,STL,3,False
WPG,3,TBL,2,False
OTT,1,CGY,5,True
MIN,4,ARI,5,True
NSH,5,ANA,4,False
BUF,4,TOR,3,False
COL,8,MTL,4,False
DAL,5,SEA,2,False
MTL,6,PIT,4,False
TBL,4,NJD,1,False
VGK,5,PHI,3,False
WSH,3,NYR,5,True
WPG,3,CAR,5,True
DET,1,NSH,2,True
BOS,3,CHI,6,True
OTT,3,EDM,6,True
CGY,3,ARI,4,True
DAL,2,VAN,5,True
CBJ,6,SJS,5,False
NYI,2,LAK,5,True
BUF,4,WSH,5,True
COL,2,TOR,1,False
MIN,8,STL,5,False
NYI,6,ANA,3,False
COL,5,OTT,4,False
MTL,5,FLA,9,True
PIT,2,NYR,4,True
TBL,4,NJD,3,False
BOS,3,WPG,0,False
CHI,2,NSH,1,False
DAL,1,EDM,4,True
CGY,7,VGK,2,False
VAN,2,ARI,3,True
CBJ,1,LAK,4,True
SEA,2,SJS,1,False
BUF,2,PHI,5,True
CAR,2,TOR,5,True
STL,5,WSH,2,False
CBJ,4,ANA,7,True
COL,5,DET,1,False
BOS,5,MIN,2,False
WPG,3,NSH,2,False
EDM,6,SEA,4,False
CAR,5,PHI,4,False
NJD,2,FLA,4,True
MTL,3,TBL,5,True
TOR,5,OTT,4,False
PIT,0,NYR,6,True
DAL,6,CGY,5,False
VAN,3,LAK,2,False
CHI,2,ARI,4,True
NYI,4,SJS,1,False
BOS,7,BUF,0,False
WSH,3,MIN,5,True
CBJ,2,VGK,7,True
NSH,0,NYR,7,True
NJD,5,TBL,2,False
WPG,0,STL,3,True
VAN,2,ANA,1,False
OTT,2,PIT,1,False
FLA,5,DET,2,False
CHI,0,COL,5,True
SJS,4,EDM,5,True
CGY,2,LAK,8,True
CAR,3,NYR,2,False
CBJ,7,WSH,6,False
FLA,3,PHI,6,True
MIN,2,NJD,1,False
NSH,7,BUF,3,False
OTT,1,BOS,2,True
TBL,2,MTL,3,True
TOR,2,NYI,7,True
ARI,1,WPG,2,True
DET,3,STL,2,False
SEA,5,DAL,4,False
CGY,5,ANA,1,False
VGK,4,VAN,3,False
PIT,5,COL,2,False
ARI,3,EDM,4,True
MIN,4,PHI,5,True
CHI,1,WSH,6,True
MTL,2,BOS,4,True
NYR,2,CAR,1,False
TBL,2,OTT,7,True
TOR,6,FLA,2,False
STL,4,DET,3,False
SEA,1,NSH,2,True
PIT,2,DAL,3,True
VGK,3,CGY,2,False
SJS,2,VAN,7,True
WPG,3,ANA,2,False
NYI,4,CBJ,5,True
NJD,4,BUF,5,True
ARI,1,COL,3,True
DET,0,PHI,3,True
TBL,1,BOS,2,True
SEA,7,NSH,2,False
SJS,3,CGY,5,True
WPG,1,LAK,4,True
CHI,1,MIN,3,True
NYR,4,FLA,3,False
BUF,2,NYI,0,False
CBJ,2,MTL,8,True
OTT,3,NJD,5,True
TOR,3,CAR,5,True
VAN,3,DAL,1,False
WSH,3,PIT,4,True
VGK,4,EDM,3,False
STL,6,ANA,3,False
COL,4,ARI,3,False
BOS,4,CAR,3,False
TOR,3,NSH,2,False
VAN,4,CHI,2,False
STL,6,LAK,7,True
FLA,2,OTT,5,True
MTL,4,BUF,3,False
NJD,1,NYI,5,True
SEA,1,MIN,5,True
COL,5,ANA,1,False
EDM,5,ARI,4,False
CBJ,2,NYR,6,True
MTL,2,PHI,3,True
NSH,2,BOS,1,False
TBL,4,CAR,0,False
PIT,4,DET,7,True
VAN,5,STL,6,True
DAL,4,CHI,1,False
LAK,1,CGY,2,True
EDM,7,VGK,4,False
WPG,0,SJS,3,True
FLA,3,TOR,2,False
NYI,2,WSH,1,False
MIN,4,COL,2,False
CBJ,1,BOS,2,True
FLA,5,MTL,2,False
NYR,1,NJD,2,True
NSH,0,PIT,2,True
PHI,4,OTT,5,True
WSH,1,TBL,5,True
CAR,2,DET,3,True
STL,5,CHI,3,False
LAK,0,EDM,2,True
ANA,1,SEA,4,True
VGK,3,SJS,4,True
NYR,2,BUF,3,True
DET,2,WPG,6,True
CGY,5,VAN,4,False
DAL,5,ARI,2,False
STL,1,NSH,6,True
BOS,4,PIT,3,False
BUF,6,PHI,3,False
CAR,3,MTL,0,False
FLA,7,CBJ,0,False
NYI,0,TBL,5,True
TOR,3,OTT,0,False
NJD,6,CHI,3,False
DAL,2,COL,5,True
ANA,0,EDM,6,True
LAK,3,SEA,1,False
MIN,1,VGK,4,True
SJS,7,ARI,2,False
NYR,5,WSH,2,False
BOS,4,STL,3,False
NYI,1,CAR,2,True
OTT,3,CBJ,4,True
PHI,2,PIT,4,True
DET,5,TOR,2,False
NJD,1,WPG,6,True
ANA,4,CGY,5,True
LAK,4,VAN,1,False
VGK,4,MIN,3,False
NSH,1,DAL,5,True
ARI,1,SEA,8,True
BUF,1,FLA,2,True
CBJ,2,TOR,4,True
DET,5,MTL,0,False
OTT,2,CAR,3,True
PIT,1,NJD,5,True
PHI,2,STL,4,True
VGK,2,NSH,3,True
CHI,4,CGY,3,False
SEA,5,VAN,2,False
EDM,3,LAK,1,False
COL,4,SJS,3,False
CGY,3,WPG,1,False
TBL,3,NYR,6,True
EDM,3,ANA,1,False
CBJ,1,NJD,8,True
MIN,1,PIT,4,True
OTT,2,FLA,7,True
TOR,1,BOS,2,True
WSH,2,MTL,6,True
BUF,7,DET,6,False
TBL,1,NYI,6,True
CAR,0,NSH,3,True
NYR,2,STL,3,True
PHI,1,DAL,4,True
CHI,0,VAN,3,True
LAK,2,VGK,5,True
ARI,2,SEA,4,True
COL,6,SJS,2,False
CAR,3,BUF,4,True
PIT,5,DET,1,False
VGK,1,DAL,2,True
EDM,6,SJS,1,False
ANA,4,ARI,5,True
FLA,4,WSH,2,False
MTL,1,TOR,7,True
NYR,4,CBJ,0,False
NSH,0,WPG,2,True
TBL,4,OTT,7,True
PHI,0,NYI,4,True
STL,3,MIN,5,True
NJD,1,BOS,2,True
CGY,2,VAN,3,True
CHI,3,SEA,7,True
COL,4,LAK,3,False
BOS,5,PHI,3,False
COL,5,ANA,4,False
BUF,3,NYR,2,False
CAR,2,OTT,3,True
NYI,2,WSH,5,True
SJS,2,WPG,6,True
TOR,2,FLA,1,False
DAL,6,DET,1,False
MIN,4,CHI,2,False
NSH,3,CGY,2,False
SEA,4,ARI,1,False
VAN,0,LAK,3,True
BUF,2,NJD,6,True
CBJ,3,PHI,4,True
DET,1,CAR,4,True
TOR,4,TBL,3,False
WSH,2,BOS,5,True
CHI,5,PIT,2,False
WPG,3,MIN,1,False
EDM,2,COL,1,False
SEA,1,VGK,4,True
VAN,3,ANA,2,False
MTL,2,NYI,4,True
DAL,5,STL,2,False
SJS,1,CGY,3,True
BOS,5,MTL,4,False
CAR,6,FLA,4,False
DET,0,TBL,5,True
NJD,5,WSH,4,False
OTT,3,BUF,4,True
PIT,2,CBJ,3,True
TOR,3,NYR,2,False
MIN,3,NSH,4,True
STL,0,DAL,1,True
WPG,2,COL,4,True
PHI,5,CHI,4,False
SJS,2,EDM,5,True
LAK,5,ANA,3,False
VAN,5,ARI,4,False
VGK,3,SEA,1,False
